オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス
202206200001-1,2022-06-20,C00000447,PA-BMBS,1,20000,2022-06-24,,配達済み
202206200005-1,2022-06-20,C00001190,HC-BUNN,1,980,2022-06-24,,配達済み
202206200007-1,2022-06-20,C00001265,PA-BMGL,2,40000,2022-06-24,,配達済み
202206200004-3,2022-06-20,C00000793,PA-CWGL,1,14300,2022-06-21,,配達済み
202206220010-1,2022-06-22,C00001020,PA-AMGM,1,16500,2022-06-25,,配達済み
202206220028-1,2022-06-22,C00002209,BP-BUNN,2,19600,2022-06-26,,配達済み
202206220016-1,2022-06-22,C00001497,BP-BUNN,1,9800,2022-06-28,,配達済み
202206220001-1,2022-06-22,C00000628,SK-AWWM,2,36200,2022-06-28,,配達済み
202206220012-2,2022-06-22,C00001367,TB-BUNN,1,9800,2022-06-25,,配達済み
202206220019-1,2022-06-22,C00001969,NI-BWGM,1,15100,2022-06-26,,配達済み
202206220017-1,2022-06-22,C00001612,PA-BWWL,1,19800,2022-06-25,,配達済み
202206220004-1,2022-06-22,C00000819,TS-BMGL,1,8700,2022-06-26,,配達済み
202206220000-1,2022-06-22,C00000376,TO-BUNN,1,2180,2022-06-27,,配達済み
202206220020-1,2022-06-22,C00002200,TO-AUNN,1,2280,2022-06-26,,配達済み
202206220007-1,2022-06-22,C00000935,JA-AWGL,1,31900,2022-06-26,,配達済み
202206220011-1,2022-06-22,C00001105,JA-CMBL,1,20800,2022-06-27,,配達済み
202206220017-2,2022-06-22,C00001612,PA-AMBL,1,16500,2022-06-25,,配達済み
202206220015-1,2022-06-22,C00001471,HA-AUNN,1,5280,2022-06-29,,配達済み
202206220013-1,2022-06-22,C00001418,SB-CUNN,1,5890,2022-06-27,,配達済み
202206220012-1,2022-06-22,C00001367,HA-AUNN,1,5280,2022-06-25,,配達済み
202206220018-1,2022-06-22,C00001773,SK-AWWL,2,36200,2022-06-27,,配達済み
202206220010-2,2022-06-22,C00001020,JA-CMBM,1,20800,2022-06-25,,配達済み
202206230029-1,2022-06-23,C00001306,SB-CUNN,1,5890,2022-06-26,2022-06-26,キャンセル
202206230017-1,2022-06-23,C00000857,TS-AKBM,1,4300,2022-06-29,,配達済み
202206230034-1,2022-06-23,C00001657,TS-AWWS,4,35600,2022-06-29,,配達済み
202206230015-1,2022-06-23,C00000801,NI-AMBS,1,10000,2022-06-26,,配達済み
202206230026-1,2022-06-23,C00001096,NI-CMWL,1,12300,2022-06-26,,配達済み
202206230009-1,2022-06-23,C00000588,CT-AMBM,1,39600,2022-06-28,,配達済み
202206230024-1,2022-06-23,C00001029,PA-BWBL,1,19800,2022-06-29,,配達済み
202206230022-1,2022-06-23,C00000860,CT-AWBM,1,41200,2022-06-27,,配達済み
202206230011-1,2022-06-23,C00000627,TS-AMGS,1,7900,2022-06-26,,配達済み
202206230023-1,2022-06-23,C00000951,PA-BWBM,1,19800,2022-06-25,,配達済み
202206230025-1,2022-06-23,C00001061,SK-AWWS,3,54300,2022-06-26,,配達済み
202206230038-1,2022-06-23,C00001771,NI-AKWS,1,8300,2022-06-27,,配達済み
202206230039-1,2022-06-23,C00002196,SB-AUNN,2,17600,2022-06-28,,配達済み
202206230003-1,2022-06-23,C00000123,SW-BMGS,1,15900,2022-06-29,,配達済み
202206230013-1,2022-06-23,C00000634,HC-BUNN,2,1960,2022-06-26,,配達済み
202206230040-3,2022-06-23,C00002197,SB-CUNN,1,5890,2022-06-25,,配達済み
202206230000-1,2022-06-23,C00000027,SW-CMWM,1,18400,2022-06-27,,配達済み
202206230040-2,2022-06-23,C00002197,SW-CWBL,1,18400,2022-06-25,,配達済み
202206230032-1,2022-06-23,C00001527,SW-CMWM,1,18400,2022-06-25,,配達済み
202206230040-4,2022-06-23,C00002197,PA-BWGM,1,19800,2022-06-25,,配達済み
202206230040-1,2022-06-23,C00002197,TB-BUNN,2,19600,2022-06-27,,配達済み
202206230007-1,2022-06-23,C00000346,SK-AWGS,1,18100,2022-06-28,,配達済み
202206230037-1,2022-06-23,C00001703,HC-BUNN,1,980,2022-06-24,,配達済み
202206230028-1,2022-06-23,C00001148,SW-CWGL,1,18400,2022-06-28,,配達済み
202206240008-1,2022-06-24,C00000208,PA-AMGS,2,33000,2022-06-29,,配達済み
202206240055-3,2022-06-24,C00002145,NI-CWWS,4,49600,2022-06-30,,配達済み
202206240050-1,2022-06-24,C00002080,PA-AMWS,1,16500,2022-06-29,,配達済み
202206240041-1,2022-06-24,C00001650,PA-BMBS,3,60000,2022-06-28,,配達済み
202206240024-1,2022-06-24,C00000755,HC-BUNN,1,980,2022-07-01,,配達済み
202206240034-1,2022-06-24,C00001440,HA-AUNN,1,5280,2022-07-01,,配達済み
202206240031-1,2022-06-24,C00001345,NI-AMWS,1,10000,2022-07-02,,配達済み
202206240021-1,2022-06-24,C00000535,HA-AUNN,1,5280,2022-06-28,,配達済み
202206240055-2,2022-06-24,C00002145,TS-CWWS,1,7600,2022-06-28,,配達済み
202206240055-1,2022-06-24,C00002145,CT-BWBS,1,35200,2022-06-28,,配達済み
202206240033-3,2022-06-24,C00001418,PA-CMGM,1,14300,2022-06-28,,配達済み
202206240046-1,2022-06-24,C00001796,SW-BMBM,1,15900,2022-06-30,,配達済み
202206240028-1,2022-06-24,C00001062,NI-AWGL,1,11000,2022-07-02,,配達済み
202206240045-1,2022-06-24,C00001768,SW-CWBL,1,18400,2022-06-30,,配達済み
202206240015-1,2022-06-24,C00000348,TO-AUNN,3,6840,2022-07-03,,配達済み
202206240005-1,2022-06-24,C00000168,SK-AWGM,3,54300,2022-07-01,,配達済み
202206240025-1,2022-06-24,C00000791,SK-AWBL,1,18100,2022-07-02,,配達済み
202206240033-1,2022-06-24,C00001418,NI-BWBL,2,30200,2022-06-30,,配達済み
202206240013-1,2022-06-24,C00000315,SB-CUNN,1,5890,2022-06-30,,配達済み
202206240010-1,2022-06-24,C00000308,CT-AMGM,1,39600,2022-07-01,,配達済み
202206240001-2,2022-06-24,C00000130,PA-AMGM,1,16500,2022-07-03,,配達済み
202206240001-1,2022-06-24,C00000130,PA-BWBL,3,59400,2022-07-03,,配達済み
202206240049-1,2022-06-24,C00002063,BP-BUNN,1,9800,2022-07-01,,配達済み
202206240027-1,2022-06-24,C00000979,NI-CWBL,1,12400,2022-07-03,,配達済み
202206240033-2,2022-06-24,C00001418,TS-CMGM,1,7600,2022-06-29,,配達済み
202206240037-1,2022-06-24,C00001460,SW-BWBL,1,15900,2022-06-27,,配達済み
202206240000-1,2022-06-24,C00000044,SK-AWWS,1,18100,2022-06-28,,配達済み
202206240018-1,2022-06-24,C00000449,TB-BUNN,1,9800,2022-07-01,,配達済み
202206240056-1,2022-06-24,C00002203,SB-CUNN,3,17670,2022-06-29,,配達済み
202206240063-1,2022-06-24,C00002224,BP-BUNN,1,9800,2022-06-28,,配達済み
202206240002-1,2022-06-24,C00000155,VE-BMWL,1,18000,2022-06-28,,配達済み
202206240032-1,2022-06-24,C00001406,HC-AUNN,1,1200,2022-06-29,,配達済み
202206240029-1,2022-06-24,C00001331,TB-BUNN,1,9800,2022-07-02,,配達済み
202206240033-4,2022-06-24,C00001418,PA-BWBS,1,19800,2022-06-29,,配達済み
202206240023-1,2022-06-24,C00000688,SW-AMWM,1,16000,2022-06-26,,配達済み
202206240042-1,2022-06-24,C00001688,SK-AWWL,1,18100,2022-06-27,,配達済み
202206240035-1,2022-06-24,C00001442,SB-BUNN,1,6800,2022-06-29,,配達済み
202206240048-1,2022-06-24,C00001861,SW-CWWM,2,36800,2022-06-30,,配達済み
202206250015-1,2022-06-25,C00000716,SK-AWBS,1,18100,2022-07-02,,配達済み
202206250029-1,2022-06-25,C00001850,NI-BWBS,1,15100,2022-06-29,,配達済み
202206250038-1,2022-06-25,C00002055,TB-AUNN,1,7800,2022-06-28,,配達済み
202206250024-1,2022-06-25,C00001723,BP-BUNN,1,9800,2022-06-27,,配達済み
202206250017-1,2022-06-25,C00000958,TS-CWWS,1,7600,2022-06-30,,配達済み
202206250044-1,2022-06-25,C00002158,PA-BWWM,1,19800,2022-07-02,,配達済み
202206250044-2,2022-06-25,C00002158,HA-AUNN,1,5280,2022-07-01,,配達済み
202206250014-1,2022-06-25,C00000680,PA-AMWL,1,16500,2022-06-26,,配達済み
202206250038-2,2022-06-25,C00002055,PA-AMBM,1,16500,2022-06-29,,配達済み
202206250027-1,2022-06-25,C00001836,NI-AMBM,1,10000,2022-06-28,,配達済み
202206250038-3,2022-06-25,C00002055,BP-BUNN,1,9800,2022-06-29,,配達済み
202206250030-1,2022-06-25,C00001906,SW-BMWM,1,15900,2022-07-03,,配達済み
202206250042-1,2022-06-25,C00002154,HA-BUNN,2,9600,2022-06-27,,配達済み
202206250001-1,2022-06-25,C00000090,BP-AUNN,1,10200,2022-06-30,,配達済み
202206250023-1,2022-06-25,C00001661,JA-AWBS,2,63800,2022-06-28,,配達済み
202206250016-1,2022-06-25,C00000780,NI-CMWL,4,49200,2022-06-28,,配達済み
202206250025-1,2022-06-25,C00001732,TO-AUNN,1,2280,2022-07-03,,配達済み
202206250019-1,2022-06-25,C00001055,NI-AWWS,1,11000,2022-07-02,,配達済み
202206250031-1,2022-06-25,C00001912,PA-BMBM,1,20000,2022-06-26,,配達済み
202206250002-1,2022-06-25,C00000102,PA-BMBL,1,20000,2022-06-28,,配達済み
202206250038-4,2022-06-25,C00002055,SW-CMWM,3,55200,2022-06-28,,配達済み
202206250003-1,2022-06-25,C00000353,SW-CWGM,1,18400,2022-06-28,,配達済み
202206250045-1,2022-06-25,C00002171,PA-BWBS,1,19800,2022-06-30,,配達済み
202206250039-1,2022-06-25,C00002071,HC-BUNN,1,980,2022-06-28,,配達済み
202206250032-1,2022-06-25,C00002053,NI-CWBS,1,12400,2022-07-02,,配達済み
202206250005-1,2022-06-25,C00000422,JA-CWGM,1,22100,2022-06-28,,配達済み
202206250018-1,2022-06-25,C00001029,SW-BWGM,1,15900,2022-06-29,,配達済み
202206260051-1,2022-06-26,C00001737,TS-CWBS,1,7600,2022-06-26,,配達済み
202206260017-2,2022-06-26,C00000530,TS-AWGL,2,17800,2022-06-30,,配達済み
202206260051-2,2022-06-26,C00001737,VE-AWBS,1,18900,2022-06-26,,配達済み
202206260050-1,2022-06-26,C00001647,CT-CWWS,1,31000,2022-07-04,,配達済み
202206260057-1,2022-06-26,C00001906,BP-AKNN,1,7800,2022-06-29,,配達済み
202206260008-1,2022-06-26,C00000263,TB-BUNN,3,29400,2022-06-26,,配達済み
202206260066-1,2022-06-26,C00002218,SK-AWBL,1,18100,2022-06-29,,配達済み
202206260066-2,2022-06-26,C00002218,PA-BWBS,2,39600,2022-06-30,,配達済み
202206260012-1,2022-06-26,C00000380,PA-BMBS,4,80000,2022-06-29,,配達済み
202206260058-1,2022-06-26,C00002014,PA-BWGM,2,39600,2022-06-26,,配達済み
202206260059-1,2022-06-26,C00002118,SW-AWGS,1,17600,2022-06-29,,配達済み
202206260030-1,2022-06-26,C00000786,HC-BUNN,1,980,2022-06-30,,配達済み
202206260053-1,2022-06-26,C00001799,VE-AWBL,1,18900,2022-07-01,,配達済み
202206260047-1,2022-06-26,C00001405,JA-BWBS,2,42000,2022-06-30,,配達済み
202206260042-1,2022-06-26,C00001348,SB-BUNN,1,6800,2022-06-29,,配達済み
202206260049-1,2022-06-26,C00001578,SW-CWWS,1,18400,2022-07-01,,配達済み
202206260031-1,2022-06-26,C00000923,PA-BMGL,2,40000,2022-06-28,,配達済み
202206260035-1,2022-06-26,C00001034,TS-BWBL,1,7600,2022-07-05,,配達済み
202206260063-1,2022-06-26,C00002202,PA-BMBM,1,20000,2022-06-26,,配達済み
202206260039-1,2022-06-26,C00001243,BP-AUNN,2,20400,2022-06-29,,配達済み
202206260043-1,2022-06-26,C00001368,TB-BUNN,1,9800,2022-06-30,,配達済み
202206260056-1,2022-06-26,C00001878,TS-BWBS,1,7600,2022-06-29,,配達済み
202206260048-1,2022-06-26,C00001552,SW-BWGL,1,15900,2022-06-29,,配達済み
202206260005-1,2022-06-26,C00000073,PA-CWGL,1,14300,2022-07-05,,配達済み
202206260060-1,2022-06-26,C00002146,VE-CWBL,1,16800,2022-07-02,2022-07-06,キャンセル
202206260024-1,2022-06-26,C00000625,HA-BUNN,2,9600,2022-07-02,,配達済み
202206260016-1,2022-06-26,C00000501,SK-AWBS,1,18100,2022-06-29,,配達済み
202206260041-1,2022-06-26,C00001307,BP-CUNN,2,25800,2022-07-04,,配達済み
202206260034-1,2022-06-26,C00000981,TS-AWBM,1,8900,2022-07-02,,配達済み
202206260005-2,2022-06-26,C00000073,SK-AWWL,1,18100,2022-07-05,,配達済み
202206260029-1,2022-06-26,C00000712,TB-BUNN,1,9800,2022-06-29,,配達済み
202206260015-1,2022-06-26,C00000435,TB-BUNN,1,9800,2022-06-30,,配達済み
202206260010-1,2022-06-26,C00000362,PA-BMGM,1,20000,2022-06-27,,配達済み
202206260023-1,2022-06-26,C00000551,NI-BWWS,1,15100,2022-06-26,,配達済み
202206260013-1,2022-06-26,C00000406,PA-BWWS,1,19800,2022-07-05,,配達済み
202206260007-1,2022-06-26,C00000186,JA-BMBS,1,19400,2022-07-03,,配達済み
202206260065-1,2022-06-26,C00002214,BP-AUNN,1,10200,2022-06-26,,配達済み
202206260017-1,2022-06-26,C00000530,TS-AMBS,3,23700,2022-07-02,,配達済み
202206270020-1,2022-06-27,C00001903,SB-BUNN,3,20400,2022-06-29,,配達済み
202206270000-1,2022-06-27,C00000125,TS-CMWS,1,7600,2022-07-02,,配達済み
202206270001-1,2022-06-27,C00000403,SK-AWGL,2,36200,2022-07-02,,配達済み
202206270011-1,2022-06-27,C00000731,BP-BUNN,1,9800,2022-06-29,,配達済み
202206270009-1,2022-06-27,C00000641,JA-BMGM,1,19400,2022-07-02,,配達済み
202206270019-1,2022-06-27,C00001711,SW-AKWL,1,7600,2022-07-03,,配達済み
202206270003-1,2022-06-27,C00000553,SK-AWGS,4,72400,2022-06-30,,配達済み
202206270026-1,2022-06-27,C00002206,SK-AWBM,1,18100,2022-06-30,,配達済み
202206270018-1,2022-06-27,C00001133,SB-BUNN,1,6800,2022-07-01,,配達済み
202206270013-2,2022-06-27,C00000914,PA-BMBS,1,20000,2022-06-30,,配達済み
202206270013-1,2022-06-27,C00000914,TB-AUNN,1,7800,2022-06-30,,配達済み
202206270017-1,2022-06-27,C00001085,NI-AMGM,1,10000,2022-07-02,,配達済み
202206270025-1,2022-06-27,C00001909,TS-CWBS,1,7600,2022-07-01,,配達済み
202206270016-1,2022-06-27,C00000996,PA-AMWS,1,16500,2022-06-30,,配達済み
202206270015-1,2022-06-27,C00000970,NI-CWWM,1,12400,2022-07-02,,配達済み
202206270025-2,2022-06-27,C00001909,SB-CUNN,1,5890,2022-06-30,,配達済み
202206270025-3,2022-06-27,C00001909,PA-BWWM,1,19800,2022-06-30,,配達済み
202206270014-1,2022-06-27,C00000960,PA-BMBS,1,20000,2022-07-02,,配達済み
202206280008-1,2022-06-28,C00001218,TS-AWWL,1,8900,2022-07-04,,配達済み
202206280000-2,2022-06-28,C00000252,CT-BMWL,1,38900,2022-07-03,,配達済み
202206280000-3,2022-06-28,C00000252,PA-BMBL,1,20000,2022-07-04,,配達済み
202206280000-1,2022-06-28,C00000252,JA-BWGL,1,21000,2022-07-01,,配達済み
202206280004-1,2022-06-28,C00000838,SK-AWWL,1,18100,2022-07-03,,配達済み
202206280009-1,2022-06-28,C00001285,VE-CMWL,1,16800,2022-07-04,,配達済み
202206280015-1,2022-06-28,C00001712,TS-BWGM,1,7600,2022-07-01,,配達済み
202206280013-1,2022-06-28,C00001480,TO-BUNN,1,2180,2022-07-03,,配達済み
202206280006-2,2022-06-28,C00001046,PA-BWWS,1,19800,2022-07-04,,配達済み
202206280006-1,2022-06-28,C00001046,PA-CWGS,1,14300,2022-07-01,,配達済み
202206280003-1,2022-06-28,C00000443,NI-BWWL,1,15100,2022-07-01,,配達済み
202206290018-1,2022-06-29,C00001954,SW-AMGL,1,16000,2022-07-01,,配達済み
202206290017-1,2022-06-29,C00001953,SK-AWWL,2,36200,2022-07-03,,配達済み
202206290020-1,2022-06-29,C00001964,HA-BUNN,1,4800,2022-07-04,,配達済み
202206290022-1,2022-06-29,C00002095,BP-BUNN,2,19600,2022-06-30,,配達済み
202206290005-1,2022-06-29,C00001083,SW-BWWS,1,15900,2022-07-03,,配達済み
202206290000-1,2022-06-29,C00000031,CT-CMGM,1,30800,2022-07-02,,配達済み
202206290015-1,2022-06-29,C00001669,HA-AUNN,1,5280,2022-07-02,,配達済み
202206290004-1,2022-06-29,C00000510,NI-AWBM,1,11000,2022-06-29,,配達済み
202206290008-1,2022-06-29,C00001519,PA-CWWS,2,28600,2022-07-04,,配達済み
202206290012-1,2022-06-29,C00001667,PA-CWWM,1,14300,2022-07-01,,配達済み
202206290006-1,2022-06-29,C00001165,PA-BMWS,1,20000,2022-07-01,,配達済み
202206290002-1,2022-06-29,C00000201,SW-AKGS,1,7600,2022-07-01,,配達済み
202206300005-1,2022-06-30,C00001859,TB-AUNN,1,7800,2022-07-04,,配達済み
202206300003-1,2022-06-30,C00001325,SW-BMGS,1,15900,2022-07-01,,配達済み
202206300001-1,2022-06-30,C00000669,CT-BWGL,1,35200,2022-07-01,,配達済み
202206300005-2,2022-06-30,C00001859,SW-CWBL,1,18400,2022-07-05,,配達済み
202206300007-1,2022-06-30,C00002056,VE-CWBM,1,16800,2022-07-08,,配達済み
202207010007-1,2022-07-01,C00000701,SW-BMGM,1,15900,2022-07-01,,配達済み
202207010000-1,2022-07-01,C00000468,TB-BUNN,1,9800,2022-07-05,,配達済み
202207010018-1,2022-07-01,C00002006,TO-AUNN,3,6840,2022-07-07,,配達済み
202207010014-1,2022-07-01,C00001898,PA-BMGS,1,20000,2022-07-03,2022-07-02,キャンセル
202207010001-1,2022-07-01,C00000492,SB-BUNN,1,6800,2022-07-01,2022-07-12,キャンセル
202207010011-1,2022-07-01,C00001480,PA-AMWM,1,16500,2022-07-06,,配達済み
202207010005-1,2022-07-01,C00000666,BP-BUNN,4,39200,2022-07-07,,配達済み
202207010010-1,2022-07-01,C00001265,BP-CUNN,1,12900,2022-07-06,,配達済み
202207010017-1,2022-07-01,C00001990,TB-BUNN,1,9800,2022-07-02,2022-07-02,キャンセル
202207010021-1,2022-07-01,C00002035,NI-CWGS,1,12400,2022-07-01,2022-07-12,キャンセル
202207010002-1,2022-07-01,C00000581,BP-CUNN,1,12900,2022-07-05,,配達済み
202207020004-1,2022-07-02,C00000480,SW-AWWM,1,17600,2022-07-05,,配達済み
202207020026-1,2022-07-02,C00001991,HA-AUNN,1,5280,2022-07-04,,配達済み
202207020029-1,2022-07-02,C00002058,SW-CMBM,3,55200,2022-07-07,,配達済み
202207020024-1,2022-07-02,C00001481,SK-AWBL,3,54300,2022-07-08,,配達済み
202207020002-1,2022-07-02,C00000252,PA-AMGM,2,33000,2022-07-07,,配達済み
202207020008-1,2022-07-02,C00000964,TO-BUNN,2,4360,2022-07-06,,配達済み
202207020027-1,2022-07-02,C00002005,TO-AUNN,1,2280,2022-07-07,,配達済み
202207020008-2,2022-07-02,C00000964,TS-CWGM,1,7600,2022-07-06,,配達済み
202207020006-1,2022-07-02,C00000712,PA-BWBS,1,19800,2022-07-04,,配達済み
202207020013-1,2022-07-02,C00001339,BP-CUNN,1,12900,2022-07-04,,配達済み
202207020012-2,2022-07-02,C00001119,SW-CWBS,4,73600,2022-07-10,,配達済み
202207020012-1,2022-07-02,C00001119,NI-CWWS,1,12400,2022-07-07,,配達済み
202207020007-1,2022-07-02,C00000891,VE-AWWS,1,18900,2022-07-06,,配達済み
202207020003-1,2022-07-02,C00000343,TO-AUNN,1,2280,2022-07-05,,配達済み
202207020000-1,2022-07-02,C00000189,NI-AWBS,1,11000,2022-07-05,,配達済み
202207020025-1,2022-07-02,C00001485,JA-BWGL,1,21000,2022-07-08,,配達済み
202207020018-1,2022-07-02,C00001432,SW-AKGL,1,7600,2022-07-08,,配達済み
202207030017-1,2022-07-03,C00001779,TS-BWGM,1,7600,2022-07-08,,配達済み
202207030003-1,2022-07-03,C00000639,PA-BWBS,1,19800,2022-07-07,,配達済み
202207030000-1,2022-07-03,C00000341,PA-CMBL,1,14300,2022-07-08,,配達済み
202207030012-1,2022-07-03,C00001358,SB-AUNN,1,8800,2022-07-08,,配達済み
202207030007-1,2022-07-03,C00000887,BP-CUNN,1,12900,2022-07-08,,配達済み
202207030013-1,2022-07-03,C00001435,NI-CMBL,2,24600,2022-07-09,,配達済み
202207030005-1,2022-07-03,C00000809,PA-AMGM,1,16500,2022-07-10,,配達済み
202207030015-1,2022-07-03,C00001588,HC-BUNN,1,980,2022-07-09,,配達済み
202207030015-2,2022-07-03,C00001588,SK-AWGS,1,18100,2022-07-07,,配達済み
202207030008-1,2022-07-03,C00001324,SB-CUNN,1,5890,2022-07-08,,配達済み
202207030002-1,2022-07-03,C00000390,PA-BMGL,4,80000,2022-07-08,,配達済み
202207030021-1,2022-07-03,C00001983,TS-CWGL,1,7600,2022-07-09,,配達済み
202207040001-1,2022-07-04,C00001148,TS-AWWL,1,8900,2022-07-10,,配達済み
202207060015-1,2022-07-06,C00001252,HA-BUNN,1,4800,2022-07-10,,配達済み
202207060004-1,2022-07-06,C00000952,SB-BUNN,3,20400,2022-07-09,,配達済み
202207060017-1,2022-07-06,C00001399,PA-CMBS,1,14300,2022-07-09,,配達済み
202207060013-1,2022-07-06,C00001248,TB-BUNN,1,9800,2022-07-14,,配達済み
202207060011-1,2022-07-06,C00001187,TO-BUNN,1,2180,2022-07-09,,配達済み
202207060006-1,2022-07-06,C00001078,SB-CUNN,1,5890,2022-07-12,,配達済み
202207060000-1,2022-07-06,C00000105,NI-CWWM,4,49600,2022-07-13,,配達済み
202207060005-1,2022-07-06,C00000994,TS-CWGM,1,7600,2022-07-13,,配達済み
202207060002-1,2022-07-06,C00000876,JA-CMGL,1,20800,2022-07-10,,配達済み
202207070028-1,2022-07-07,C00001857,PA-BMWL,1,20000,2022-07-12,,配達済み
202207070026-1,2022-07-07,C00001781,PA-BWGM,1,19800,2022-07-11,,配達済み
202207070009-1,2022-07-07,C00000967,CT-CWGL,1,31000,2022-07-14,,配達済み
202207070001-1,2022-07-07,C00000231,VE-CMWM,1,16800,2022-07-14,,配達済み
202207070000-1,2022-07-07,C00000163,TO-BUNN,1,2180,2022-07-09,,配達済み
202207070029-2,2022-07-07,C00002058,SB-BUNN,1,6800,2022-07-11,2022-07-21,キャンセル
202207070024-1,2022-07-07,C00001485,BP-BUNN,2,19600,2022-07-11,,配達済み
202207070019-1,2022-07-07,C00001130,SK-AWGL,3,54300,2022-07-14,,配達済み
202207070006-1,2022-07-07,C00000786,PA-CWBS,1,14300,2022-07-12,,配達済み
202207070008-1,2022-07-07,C00000940,PA-BWGM,1,19800,2022-07-12,,配達済み
202207070025-1,2022-07-07,C00001625,PA-AMWS,1,16500,2022-07-15,,配達済み
202207070002-1,2022-07-07,C00000401,TS-CWWL,1,7600,2022-07-12,,配達済み
202207070004-1,2022-07-07,C00000700,TS-BWWS,1,7600,2022-07-11,,配達済み
202207070029-1,2022-07-07,C00002058,NI-CMWS,1,12300,2022-07-13,2022-07-21,キャンセル
202207070023-1,2022-07-07,C00001434,SB-BUNN,1,6800,2022-07-15,,配達済み
202207070016-1,2022-07-07,C00001104,PA-BMWS,1,20000,2022-07-14,,配達済み
202207070010-1,2022-07-07,C00001050,PA-BMGM,1,20000,2022-07-14,,配達済み
202207070021-1,2022-07-07,C00001311,NI-CWGM,2,24800,2022-07-13,,配達済み
202207070027-1,2022-07-07,C00001846,NI-BWBL,1,15100,2022-07-11,,配達済み
202207070032-1,2022-07-07,C00002125,PA-CMWM,1,14300,2022-07-13,,配達済み
202207070014-1,2022-07-07,C00001067,JA-BMWS,1,19400,2022-07-11,2022-07-21,キャンセル
202207070022-1,2022-07-07,C00001357,SK-AWGS,1,18100,2022-07-09,,配達済み
202207080011-1,2022-07-08,C00001256,PA-CWGS,1,14300,2022-07-10,,配達済み
202207080018-2,2022-07-08,C00001872,TO-BUNN,1,2180,2022-07-11,,配達済み
202207080008-1,2022-07-08,C00000927,TO-AUNN,1,2280,2022-07-09,,配達済み
202207080018-1,2022-07-08,C00001872,HC-AUNN,1,1200,2022-07-09,,配達済み
202207080002-1,2022-07-08,C00000024,HC-BUNN,1,980,2022-07-11,,配達済み
202207080019-1,2022-07-08,C00001972,BP-BUNN,1,9800,2022-07-11,,配達済み
202207080017-1,2022-07-08,C00001478,SK-AWGS,1,18100,2022-07-12,,配達済み
202207080021-1,2022-07-08,C00001981,VE-AWBM,1,18900,2022-07-11,,配達済み
202207080021-2,2022-07-08,C00001981,PA-BWBM,3,59400,2022-07-12,,配達済み
202207080006-1,2022-07-08,C00000710,PA-BMWL,1,20000,2022-07-11,,配達済み
